,description_short,adress,zip_code,price_cold,price_warm,rooms,area,yearbuild,url
140,Einzigartige Maisonette-Wohnung mit traumhafter Terrasse im Palazzo Chiericati am Alten Markt,14467 Potsdam,14467,1545.0,1830.0,4.0,103.15,2016,https://www.immonet.de/angebot/41632808
141,*Wohntraum* - Edles Apartment!,Heidestraße 19  10557 Berlin,10557,791.62,940.0,1.0,29.68,2019,https://www.immonet.de/angebot/41303065
142,Hell und geräumig! Familienwohnung mit EBK!,Arnouxstraße 33  13127 Berlin,13127,879.0,1093.0,3.0,77.09,1996,https://www.immonet.de/angebot/41279822
143,"3 Zimmer, Kamin-Ofen, 2 Etagen,offene Wohnküche, volle Natur+Sport auf bewachter Privatanlage mit Parkplätzen",Scholle 4 - Am Champagnerberg  14624 Dallgow-Döberitz,14624,1150.0,1495.0,3.0,115.0,1995,https://www.immonet.de/angebot/41594335
144,"Pure luxury! Beautiful, fully furnished 2 room apartment with designer kitchen, sunny balcony located directly Kudamm",Katharinenstraße  10711 Berlin,10711,1992.0,2392.0,2.0,60.0,2016,https://www.immonet.de/angebot/41619187
145,Originelle Altbau-Wohnung mit Balkon / Original old building flat with balcony,Oldenburger Str. 43  10551 Berlin,10551,NA,1490.0,2.0,77.0,1912,https://www.immonet.de/angebot/41357180
146,Lifestyle im Fritz Tower Berlin - vollmöbliertes Studio,Lehrter Straße 24b  10557 Berlin,10557,790.0,NaN,1.0,30.0,2020,https://www.immonet.de/angebot/40602770
147,Möblierte 2-Raum-Wohnung zentral Prenzlauer Berg ab 01 10 / 01 11 (**Bedingungen lesen**),10439 Berlin,10439,407.0,599.0,2.0,57.0,1918,https://www.immonet.de/angebot/41609448
148,"Neue Wohnung, neues Glück! Geräumige 4-Zimmer-Wohnung",Ernst-Thälmann-Platz 12a  14641 Wustermark,14641,1084.7,1318.77,4.0,95.4,2019,https://www.immonet.de/angebot/41558760
149,Kleines süßes Single-Apartment!,Rhinstraße 7  10315 Berlin,10315,499.0,585.0,1.0,37.1,1984,https://www.immonet.de/angebot/41462071
150,"Neubau, Duschbad, Einbauküche, Fußbodenheizung, Balkon, nähe Potsdamer Platz am Anhalter Bahnhof",Stresemannstraße 61  10963 Berlin,10963,1023.3,NaN,2.0,60.55,2019,https://www.immonet.de/angebot/39758128
151,Besichtigung Freitag 28082020 12:00 Uhr,12167 Berlin,12167,1100.0,1389.5,3.0,93.61,1910,https://www.immonet.de/angebot/41651614
152,Parkwohnanlage Birkenhaag - WBS erforderlich!,Kirchhainer Damm 90  12309 Berlin,12309,472.83,682.83,2.0,62.96,1985,https://www.immonet.de/angebot/41478914
153,Großzügige Wohnung mit Platz für die ganze Familie,Am Panke Park 47  16321 Bernau,16321,1188.49,1645.6,4.0,152.37,1939,https://www.immonet.de/angebot/40217793
154,Helle Dachgeschoss-Maissonette-Wohnung mit Terrasse,12524 Berlin,12524,1000.0,1200.0,3.0,83.7,2002,https://www.immonet.de/angebot/41556601
155,"Schicke, geräumige Familienwohnung mit EBK!",Hellersdorfer Str. 233  12627 Berlin,12627,719.0,938.0,3.0,74.34,1997,https://www.immonet.de/angebot/41462070
156,Wunderschöne 2-Raumwohnung in ruhiger Lage in Hennigsdorf mit Balkon und Duschbad sucht neuen Mieter,An der Wildbahn 22  16761 Hennigsdorf,16761,450.0,NaN,2.0,62.0,1950,https://www.immonet.de/angebot/41509403
157,Mögliche Zwei 3-Zimmer- Wohnungen in der Berlin / Luckenwalde,Mozartstr. 8 a  14943 Luckenwalde,14943,840.0,1010.0,3.0,84.0,1997,https://www.immonet.de/angebot/41654373
158,*Befristet für 2 Jahre ! * Handwerker Objekt zum Selbstgestalten in bester Kreuzköllner Lage !,Sanderstr. 31  12047 Berlin,12047,419.13,625.0,1.0,48.01,1978,https://www.immonet.de/angebot/41636706
159,Wassergrundstück - 2 Zimmer Atelier-Wohnung für gehobene Ansprüche,12557 Berlin,12557,1571.4,1791.4,2.0,87.3,1998,https://www.immonet.de/angebot/41589389
160,Am Dianasee - mehrere Wohnebenen - traumhaft schöne Lage - Seezugang möglich,Fontanestraße  14193 Berlin,14193,1890.0,2340.0,4.0,147.36,1983,https://www.immonet.de/angebot/41439703
161,neues Wohnen in NAUEN - 3 Zimmer Erdgeschoss mit Terrasse und Garten,Bauernfeldallee 6  14641 Nauen,14641,799.0,1027.0,3.0,81.43,2019,https://www.immonet.de/angebot/39829949
162,Erdgeschosswohnung - barrierefrei - Erstbezug mit kleinem Garten ab sofort,14979 Großbeeren,14979,1019.16,1231.49,3.0,85.0,NA,https://www.immonet.de/angebot/41649578
163,Einfach perfekt Erstbezug,Löwenberger Straße 5  10315 Berlin,10315,1169.14,1429.1,3.0,82.045,2020,https://www.immonet.de/angebot/41583960
164,Buche jetzt dein Zimmer fuer das Wintersemester!,"Breite Straße 42, 42A, 42B  14199 Berlin",14199,693.0,813.0,1.0,35.0,NA,https://www.immonet.de/angebot/41140544
165,"FRIEDRICHSHAIN: Neue Bahnhofstr: LUXUS Möblierte 2-Zi-EG-Whg, 54 m² per 01092020 zu VERMIETEN",10245 Berlin,10245,799.0,1199.0,2.0,54.0,1998,https://www.immonet.de/angebot/41255887
166,Erstbezug Neubauwohnung im Dachgeschoss,12347 Berlin,12347,895.95,1105.0,2.0,59.73,2017,https://www.immonet.de/angebot/41403706
167,Familien aufgepasst! Großzügige 5-Zimmer Wohnung mit 2 Balkonen und viel Platz für alle,Nesselweg 17  13158 Berlin,13158,1700.0,2145.0,5.0,124.36,2020,https://www.immonet.de/angebot/41660651
168,Wohnung zur Miete in Berlin,14195 Berlin,14195,900.0,1150.0,2.0,62.0,1972,https://www.immonet.de/angebot/41559294
169,Große 2 Zimmerwohnung mit Balkon und Blick ins Grüne,Scheunhornweg X  14542 Werder,14542,610.0,765.0,2.0,61.0,1995,https://www.immonet.de/angebot/41635015
170,"WOW Spreeblick + Bootsanlegerplatz inklusive! Perfekte 3 ZiWhg mit 2 Bädern, Parkett + überdachtem Balkon",An der Wuhlheide  12459 Berlin,12459,1650.0,1930.0,3.0,126.7,2016,https://www.immonet.de/angebot/41666304
171,"Mitten drin 2020?! Großzügige 3 Zimmer-Neubauwohnung mit Laminat, EBK und überdachtem Balkon",Seydelstraße  10117 Berlin,10117,1350.0,1700.0,3.0,92.0,1998,https://www.immonet.de/angebot/41618642
172,Der Natur ganz nah - Wohnen im Grünen,Schönfelder Str. 1c  16230 Sydower Fließ,16230,390.0,NaN,3.0,58.0,1973,https://www.immonet.de/angebot/41589062
173,Lieblingsort hoch oben  *3 ZiWhg EBK + Balkon + Loggia*,Heidestraße 19  10557 Berlin,10557,1739.09,2029.1,3.0,96.67,2019,https://www.immonet.de/angebot/41477416
174,"1 möbliertes Balkonzimmer mit Bad, großer Küche in Stuck-Altbau in Studenten-WG(Schöneberg), Bearbeitung nur mit Fragebogen",10827 Berlin,10827,NA,585.0,NA,22.0,1900,https://www.immonet.de/angebot/41523722
175,ruhige Dach-Wohnung mit Blick ins Grüne,Neubauernstr. 2  15745 Wildau,15745,1190.95,1477.45,3.0,94.52,2020,https://www.immonet.de/angebot/41596454
176,Sonnenhöfe - Attraktiver Erstbezug mit Terrasse für Singles und Pärchen mit grünem Daumen,Aldebaranstraße 12  12529 Schönefeld,12529,640.0,813.0,2.0,54.12,2020,https://www.immonet.de/angebot/41554681
177,1-Raum-Wohnung in zentraler Lage *Neustadt Markt,14776 Brandenburg,14776,275.0,390.0,1.0,35.44,NA,https://www.immonet.de/angebot/41593337
178,Erstbezug - direkt am Wasser! Hochwertige 4-Zimmer-Wohnung mit Balkon und EBK in Berlin-Köpenick,An der Wuhlheide 216 a  12459 Berlin,12459,1550.0,1870.0,4.0,97.93,2020,https://www.immonet.de/angebot/41567432
179,Studieren und Wohnen in Potsdam: freie Apartments zum Wintersemester,Taubenbogen 4  14476 Potsdam,14476,320.0,428.0,1.0,20.87,2019,https://www.immonet.de/angebot/41595009
180,Zwischen Ku`damm  und Kantstraße,10629 Berlin,10629,1270.0,1550.0,3.0,79.2,2017,https://www.immonet.de/angebot/41627419
181,Familienwohnung sucht Handwerker! Mit Renovierungskostenzuschuss!,Ahrenshooper Straße 14  13051 Berlin,13051,649.0,819.0,3.0,71.27,1984,https://www.immonet.de/angebot/40359647
182,Exklusive 2-Zimmer Wohnung für anspruchsvolles Wohnen,14199 Berlin,14199,965.0,1171.0,2.0,60.98,2020,https://www.immonet.de/angebot/41592644
183,Hübsche 3-Zi-Whg mit Balkon u EBK - Erstbezug nach Sanierung (green 44),10435 Berlin,10435,1800.0,2023.0,3.0,82.5,1918,https://www.immonet.de/angebot/41668393
184,"4 Zimmer-Luxus, zwei Bäder, Garten,Wasser - Herz was willst Du mehr? EBK und Erstbezug gibt es dazu!",Heidestraße 19  10557 Berlin,10557,1637.91,1931.97,3.0,98.02,2019,https://www.immonet.de/angebot/41477507
185,Lassen Sie sich beeindrucken++Terrasse und großer Garten inclusive !!,Mildred-Harnack-Straße 5  14480 Potsdam,14480,633.33,851.33,2.0,68.1,1995,https://www.immonet.de/angebot/41243063
186,"Thaerstraße 44, 10249 Berlin (Friedrichshain)",Thaerstraße 44  10249 Berlin,10249,1178.85,1383.92,2.0,40.65,1910,https://www.immonet.de/angebot/41366171
187,WBS mit besonderem Wohnbedarf erforderlich - Charmante 2-Zimmer-Wohnung,Goldhähnchenweg 11  12359 Berlin,12359,491.88,NaN,2.0,68.88,1976,https://www.immonet.de/angebot/41651974
188,"DIE Alternative zum Hotel!! Hübsche, vollmöblierte 3 Zimmerwohnung mit Balkon",Idastraße  13156 Berlin,13156,850.0,1070.0,3.0,95.1,1980,https://www.immonet.de/angebot/39585688
189,Neubau! Exklusive 3-Zimmer Wohnung in Charlottenburg-Wilmersdorf,14199 Berlin,14199,1340.0,1642.0,3.0,89.26,2020,https://www.immonet.de/angebot/41504877
190,NEU: Moderne 2-Zimmer-Wohnung in der Strausberger Altstadt,Buchhorst 13  15344 Strausberg,15344,491.0,629.55,2.0,51.72,1997,https://www.immonet.de/angebot/41592799
191,1 Zimmer Apartment z 01102020  im Grünen gegenüber Park Sanssouci 1OG ideal für Studenten-Single-Pendler,Geschwister-Scholl-Str. 64a  14471 Potsdam,14471,360.0,435.0,1.0,16.15,2011,https://www.immonet.de/angebot/41567410
192,Hier fühlen Sie sich wohl: 2-Zimmer-Wohnung,Ernst-Thälmann-Platz 13a  14641 Wustermark,14641,698.29,836.73,2.0,56.45,2019,https://www.immonet.de/angebot/41558631
193,Exklusives City-Apartment mit Weitblick über Berlin!,Potsdamer Straße 10. 08 4  10785 Berlin,10785,1850.0,2210.0,3.5,91.0,2000,https://www.immonet.de/angebot/41536694
194,Renovierungsbedürftige Souterrain-Wohnung in sehr guter Wohnlage,Baseler Straße 44  12205 Berlin,12205,557.15,NaN,1.5,55.0,1897,https://www.immonet.de/angebot/27990706
195,Luxuriöses Wohnen unweit des Holländischen Viertels ! Inkl Einbauküche !,Gutenbergstraße 94  14467 Potsdam,14467,1653.0,1914.0,3.0,87.0,NA,https://www.immonet.de/angebot/40314449
196,"Erstbezug: Neubauwohnung mit Einbauküche, Balkon, Aufzug, bodengleicher Dusche und Gemeinschaftsterrasse zu vermieten",Rhinstr. 83  10315 Berlin,10315,640.0,717.0,1.0,29.7,2020,https://www.immonet.de/angebot/41652624
197,*Für Familien mit großen Ansprüchen - Indoor-Spielplatz und Concierge inklusive*,Voltairestraße 11  10179 Berlin,10179,1901.84,NaN,3.0,91.66,2017,https://www.immonet.de/angebot/39011809
198,Wohnung gesucht? Diese 1-Raum-Wohnung sucht neue Mieter!,Gartenstraße 70  14641 Nauen,14641,313.69,458.69,1.0,48.26,1895,https://www.immonet.de/angebot/41665746
199,Grandaire: Ihr neues modernes Zuhause mit vielen Extras für Jung und Alt,Voltairestraße 11  10179 Berlin,10179,1542.87,NaN,3.0,91.57,2017,https://www.immonet.de/angebot/41625698
200,Königstadt-Quartier - 2-Zimmerwohnung mit stilvollem Interieur nahe Alexanderplatz,Pauline-Staegemann-Str. 6  10249 Berlin,10249,940.0,1090.0,2.0,42.29,2020,https://www.immonet.de/angebot/41601077
201,Ab Herbst: Stilvoll modernisierter Stuckaltbau nahe Walther-Schreiber-Platz,14197 Berlin,14197,1126.14,1345.14,2.0,98.0,1900,https://www.immonet.de/angebot/41666448
202,schöne 2-Raum-Wohnung,12683 Berlin,12683,595.0,NaN,2.0,56.0,1996,https://www.immonet.de/angebot/41296058
203,3-Zimmer mit perfekter Aufteilung für gehobene Ansprüche in Mitte,Voltairestraße 11  10179 Berlin,10179,1435.48,NaN,3.0,78.02,2017,https://www.immonet.de/angebot/40066732
204,Schicke Wohnung sucht netten Mieter! Zentral in Spandau!,Seegefelder Str. 46A  13583 Berlin,13583,320.72,491.72,2.0,54.84,1956,https://www.immonet.de/angebot/41666992
205,Exklusive 3 Zimmerwohnung mit EBK und zwei Balkone!,Otto-Weidt-Platz 14  10557 Berlin,10557,1534.0,1839.0,3.0,77.66,2020,https://www.immonet.de/angebot/39796847
206,Helle Top-Altbauwohnung mit 2 Balkonen,Mühsamstraße 63  10249 Berlin,10249,1980.0,2430.0,3.5,110.0,1900,https://www.immonet.de/angebot/41582002
207,Helle 2-Zimmerwohnung mit 24h-Concierge-Service in Potsdam zu vermieten!,Gerlachstraße 31/33  14480 Potsdam,14480,629.38,881.14,2.0,66.25,1998,https://www.immonet.de/angebot/41014154
208,Schicke 2-Zimmer Wohnung in attraktiver Wohngegend,14776 Brandenburg,14776,589.71,839.71,2.0,71.48,1996,https://www.immonet.de/angebot/41548901
209,So macht wohnen Spaß !!,Anni-von-Gottberg-Straße 6b  14480 Potsdam,14480,565.88,771.88,2.0,67.77,1995,https://www.immonet.de/angebot/41605244
210,"Familienwohnung mit Einbauküche, frisch gestrichen!",Alt-Friedrichsfelde 77  10315 Berlin,10315,899.0,1111.0,4.0,91.11,1979,https://www.immonet.de/angebot/40261478
211,"ERSTBEZUG  NEUBAU im Parkviertel Kladow, 2 Zimmer 41m², 2 OG, Fahrstuhl, EBK,Dusche",14089 Berlin,14089,700.0,820.0,2.0,41.0,2020,https://www.immonet.de/angebot/41142841
212,Wohnqualität auf höchstem Niveau in Berlins bekanntester Mitte,Voltairestraße 11  10179 Berlin,10179,1370.0,NaN,2.0,59.57,2017,https://www.immonet.de/angebot/39012179
213,Helle 2-Zimmerwohnung in der zwölften Etage - EINBAUKÜCHE inkl!!,Gerlachstraße 31/33  14480 Potsdam,14480,650.28,910.4,2.0,68.45,1998,https://www.immonet.de/angebot/41452232
214,3-Raum-Wohnung mit Balkon in Finow! Jetzt schnell sein,Ringstraße 35  16227 Eberswalde,16227,440.0,580.0,3.0,61.2,1966,https://www.immonet.de/angebot/41652897
215,Exklusive Maisonette in Berlin Mitte,Marien Str. 15  10178 Berlin,10178,NA,1950.0,2.0,80.0,NA,https://www.immonet.de/angebot/38390591
216,Coming Home: Möblierte Stadtresidenz in historischer Lage mit rundum Service,10117 Berlin,10117,2720.0,3230.0,2.0,68.0,2019,https://www.immonet.de/angebot/41564514
217,Stilvolle Familienwohnung im Erstbezug & Aufdachterrasse!,"Behmstraße, WE50 77  10439 Berlin",10439,3185.54,3604.69,4.0,168.0,2019,https://www.immonet.de/angebot/39995841
218,Sonnenhöfe - 3 Zimmer mit großem Wohn-Essbereich im Erstbezug,Antaresstraße 5  12529 Schönefeld,12529,859.0,1092.0,3.0,72.33,2019,https://www.immonet.de/angebot/39717633
219,Mitte - 15 OG - Möblierte 1-Zi-Wohnung mit tollem Blick,10557 Berlin,10557,949.0,1129.0,2.0,29.95,2020,https://www.immonet.de/angebot/41665625
220,"4,0-Zimmer-Wohnung in Berlin Pankow",Rothenbachstr. 30  13089 Berlin,13089,1005.35,NaN,4.0,101.55,1996,https://www.immonet.de/angebot/41662245
221,Großzügige 3-Zimmer-Wohnung mit Terrasse und Wintergarten,Hilbertstraße 28  12307 Berlin,12307,1069.81,NaN,3.0,110.57,1991,https://www.immonet.de/angebot/41453139
222,"Sonnenhöfe - 4 Zimmer mit Balkon, EBK und Gäste-WC",Antaresstraße 7  12529 Schönefeld,12529,999.0,1291.0,4.0,90.94,2019,https://www.immonet.de/angebot/40543027
223,Schöne 2-Zimmer-Wohnung in Berlin zu vermieten,Mühlenstr. 10a  12247 Berlin,12247,656.0,846.0,NA,52.5,1997,https://www.immonet.de/angebot/41667372
224,"Altersgerechte 3-Raum Wohnung ""Refugium Heiderose""",Elli-Voigt-Straße 1a  16321 Bernau,16321,880.0,1091.0,3.0,80.0,2020,https://www.immonet.de/angebot/41621178
225,Ihr neues Zuhause - 3 Zimmer im 1 Stock mit Balkon!,Winckelmannstraße 7 a  12487 Berlin,12487,1250.0,1500.0,3.0,78.0,2020,https://www.immonet.de/angebot/41611898
226,Pärchenwohnung mit schöner Terrasse und viel Stauraum!,Pfannschmidtstr. 45  13125 Berlin,13125,699.0,855.0,2.0,56.98,1997,https://www.immonet.de/angebot/41313562
227,Erdgeschosswohnung 4-Zi  //  EBK + ZWEI Terrassen + Erstbezug,Heidestraße 19  10557 Berlin,10557,2141.64,2543.7,4.0,134.02,2019,https://www.immonet.de/angebot/41477399
228,"Tolle 2,5-Whg Neubau  im Herzen Charlottenburgs",Bismarckstraße 28  10625 Berlin,10625,1236.0,1514.0,2.5,85.0,2020,https://www.immonet.de/angebot/41434470
229,Unverwechselbares Wohnobjekt mit besonderen Serviceangeboten inklusive,Voltairestraße 11  10179 Berlin,10179,1246.17,NaN,2.0,69.04,2017,https://www.immonet.de/angebot/40066774
230,"Hier warten 79,7 m² zum Wohlfühlen auf Sie - saniert und bezugsfertig ab 01112020",13055 Berlin,13055,1020.0,1200.0,3.0,79.7,1995,https://www.immonet.de/angebot/41380721
231,Erstbezug nach Sanierung 4 Zimmerwohnung gegenüber Spandau Arcaden,13581 Berlin,13581,1942.5,NaN,4.0,129.5,1910,https://www.immonet.de/angebot/41123677
232,Luisenpark - Penthouse im Herzen von Berlin,Stallschreiberstraße 32  10179 Berlin,10179,3199.0,3819.0,4.0,156.1,2019,https://www.immonet.de/angebot/41256436
233,Potsdam Golm: 1-room apartment with pantry kitchen,Taubenbogen 8  14476 Potsdam,14476,320.0,428.0,1.0,20.87,2019,https://www.immonet.de/angebot/41595012
234,Besichtigung am 0509 - Schöne helle 1-Zimmer-Wohnung mit EBK und Balkon - ab 0110,13407 Berlin,13407,550.0,660.0,1.0,47.0,NA,https://www.immonet.de/angebot/41660976
235,"Viel Sonnenlicht, Ost- & West-Balkone, Nähe Kollwitzplatz in ruhiger Lage",Ella-Kay-Straße 22c  10405 Berlin,10405,1800.0,2125.0,3.0,96.6,2015,https://www.immonet.de/angebot/41653490
236,2 Zimmer Apartment im Herzen Berlins,Lehrter Straße 24b  10557 Berlin,10557,990.0,NaN,2.0,47.48,2020,https://www.immonet.de/angebot/41194371
237,möbliertes Penthouse mit Blick auf den Fernsehturm im Herzen von Mitte,Invalidenstrasse 1  10115 Berlin,10115,5540.64,5936.4,3.0,131.92,2018,https://www.immonet.de/angebot/39420813
238,Erstbezug im Königstadt-Quartier - Elegante 3-Zimmerwohnung in Freidrichshain,Pauline-Staegemann-Str. 6  10249 Berlin,10249,1625.0,1895.0,3.0,82.83,2020,https://www.immonet.de/angebot/41600831
239,Einzel- und Onlinebesichtigungen möglich: Praktisch geschnittene 3-Zimmerwohnung mit EBK und Balkon,Aldebaranstraße 2  12529 Schönefeld,12529,862.0,1093.0,3.0,72.33,2020,https://www.immonet.de/angebot/41554669
240,Schöne und geräumige 3 Zimmerwohnung in Tempelhof-Lichtenrade,Lichtenrader Damm 148  12305 Berlin,12305,757.32,998.32,3.0,81.58,1998,https://www.immonet.de/angebot/41660799
241,"Sofort verfügbar!! Hochwertige, vollmöbiertes 2 Zimmer Dachgeschosswohnung mit Balkon",Wacholderweg  14052 Berlin,14052,885.0,1170.0,2.0,59.0,1982,https://www.immonet.de/angebot/39533667
242,Hohen Neuendorf Borgsdorf - sehen - mieten - einziehen!,16556 Hohen Neuendorf,16556,918.0,1118.0,4.0,108.0,1932,https://www.immonet.de/angebot/41606298
243,Apartment ideal für Studenten und Singles,12459 Berlin,12459,464.69,550.0,1.0,24.25,2016,https://www.immonet.de/angebot/41294226
244,ruhige Erdgeschoss-WE mit 100 qm großem Garten,Neubauernstr. 2  15745 Wildau,15745,924.03,1153.11,2.0,71.63,2020,https://www.immonet.de/angebot/40380222
245,RathausVillen - großzügige 3 Zimmer mit EBK und Balkon im Erstbezug,Rathausgasse 10  12529 Schönefeld,12529,1199.0,1433.83,3.0,93.93,2020,https://www.immonet.de/angebot/40536547
246,Quartier Heidestrasse: Moderne 3-Zimmer-Wohnung mit Loggia und Balkon mitten in der Europacity,Heidestraße / Planstraße / Dreieckplatz .  10557 Berlin,10557,1165.0,NaN,3.0,65.6,2020,https://www.immonet.de/angebot/40965099
247,"Modernisierte 1-Zimmer-Wohnung mit Balkon und Einbauküche in Charlottenburg, Berlin",Bismarckstraße 89  10627 Berlin,10627,800.0,900.0,1.0,29.0,1968,https://www.immonet.de/angebot/41534651
248,***SCHLOSS PETZOW am Schwielowsee*** Traumhafte 2-Zimmer-Wohnung mit Seeblick!,Zelterstraße 5  14542 Werder,14542,1115.76,1445.76,2.0,92.98,NA,https://www.immonet.de/angebot/41396556
249,"1-Raum-Wohnung inkl Einbauküche, Wannenbad und Balkon zu vermieten!",Birkenwerder Str. 4  16562 Hohen Neuendorf,16562,410.0,480.0,1.0,48.3,1995,https://www.immonet.de/angebot/41667814
250,günstige Studentenbude mit sehr guter Verkehrsanbindung,Roedernallee 168  13407 Berlin,13407,428.49,534.49,1.0,28.19,1973,https://www.immonet.de/angebot/41633130
251,"Perfekt Wohnen! Moderne, super helle 3 Zimmerwhg mit 2 Bädern, 2 Balkonen und EBK in EUROPACITY",Lydia-Rabinowitsch-Straße 24  10557 Berlin,10557,1550.0,1790.0,3.0,77.79,2020,https://www.immonet.de/angebot/41619213
252,Möblierte & Zentrale  2-Zimmer Wohnung befristet 228-22122020,10587 Berlin,10587,1100.0,1100.0,2.0,53.0,1959,https://www.immonet.de/angebot/41580471
253,große Drei-Zimmer-Wohnung mit Garten in Mahlsdorf,Hummelstraße 18  12623 Berlin,12623,1157.9,1450.0,3.0,99.2,2004,https://www.immonet.de/angebot/41402678
254,VERMIETE NEU ERRICHTET 3 ZIMMERWOHNUNG MIT GARTEN und Abzug zum Keller  Seniorengerecht,16540 Hohen Neuendorf,16540,903.0,NaN,3.0,64.5,2020,https://www.immonet.de/angebot/41636886
255,"Vollmöblierte 4 Zi-Wohnung in Falkensee, 92 qm,100 m vom See, II OG/DG",14612 Falkensee,14612,1196.0,NaN,4.5,92.0,1997,https://www.immonet.de/angebot/41614389
256,"Willkommen im LOUISE: große 4-Zimmer Wohnung mit EBK, zwei Balkonen und zwei Bädern!",Lehnitzstraße 23 B  16515 Oranienburg,16515,1200.0,1496.0,4.0,103.93,2020,https://www.immonet.de/angebot/41451684
257,URBANER WOHNTRAUM MIT ZWEI BALKONEN,10963 Berlin,10963,1990.0,2326.0,4.0,101.0,2017,https://www.immonet.de/angebot/41514501
258,Luxuriöses Penthouse mit großzügiger Terrasse !,Hohenzollernstraße 24  14163 Berlin,14163,1491.66,1740.28,2.0,82.87,1907,https://www.immonet.de/angebot/41380085
259,Beautiful apartment with outdoor area and pantry,Heidestraße 19  10557 Berlin,10557,851.24,990.0,1.0,27.75,2019,https://www.immonet.de/angebot/41302977
260,"1, 2, 3 einfach wohnsinnig++Balkon inclusive !!",Nelly-Sachs-Straße 12  14480 Potsdam,14480,732.07,969.07,3.0,77.88,1995,https://www.immonet.de/angebot/41400729
