,zip_code,price_cold,area
290,10178,3500.0,143.22
291,12621,950.0,63.0
292,13437,659.6,65.96
293,10969,5700.0,186.0
295,10711,1222.0,47.0
296,12459,1599.0,92.3
297,14776,367.29,40.81
298,10249,1435.0,77.07
299,10557,1675.17,100.49
300,10557,3800.0,158.0
301,10178,3120.0,135.0
302,12529,949.0,88.3
303,12103,696.0,76.93
304,10969,1249.0,43.0
305,10829,1314.12,80.0
306,10719,1900.0,116.0
307,13127,598.0,60.29
308,10557,1699.28,108.58
309,12309,2495.0,166.34
310,12529,549.0,41.42
311,14641,640.0,102.97
312,12437,415.5,42.0
313,14050,800.0,43.76
314,10557,1556.88,98.04
315,10997,897.0,44.87
316,13086,790.0,88.0
317,12489,700.0,65.0
318,13055,999.0,80.59
319,13403,530.0,57.71
320,10315,1139.04,81.36
321,10557,791.22,29.76
323,10557,1800.0,92.0
324,15831,1036.88,79.76
325,14467,2004.13,117.89
326,10249,2730.0,120.06
327,12529,1049.0,96.44
328,14641,1048.53,96.55
329,10557,1584.0,91.84
330,10315,799.0,71.2
331,14467,950.0,50.0
332,15345,400.0,45.0
333,16515,840.0,71.98
334,15827,545.0,50.24
335,13125,579.0,43.0
336,10315,1281.55,90.0
337,10249,1595.0,89.0
338,10319,680.0,37.11
339,14542,640.0,61.0
340,10245,1119.04,69.94
341,13509,438.6,63.29
342,10557,1950.0,104.0
343,12627,699.0,70.28
344,10439,3250.0,170.0
346,13158,1100.0,61.29
347,10829,1663.47,98.43
348,10115,1636.73,95.08
350,10119,2446.0,122.3
351,15831,725.0,58.0
352,12557,915.19,80.99
353,10178,3216.57,185.5
354,10557,786.07,30.79
355,10779,2990.0,130.0
356,15345,557.0,55.7
357,16761,594.0,66.0
358,12557,366.0,39.0
359,12059,307.57,108.6
360,12555,1440.0,120.0
361,16321,1196.62,157.45
362,10557,1199.0,58.0
363,13158,810.0,66.2
364,12557,845.0,67.53
365,12555,1270.0,106.0
366,10557,1181.0,63.53
367,12589,1250.0,56.61
368,14057,1049.0,81.0
369,14480,681.82,71.77
370,10557,1660.0,84.0
371,13158,1300.0,96.33
372,10115,1105.77,62.68
373,13125,1158.95,89.15
375,12557,1650.0,139.47
376,14943,440.0,72.81
377,14532,690.0,51.52
378,10969,1310.0,43.1
379,10245,1085.04,60.28
380,14669,876.79,73.31
381,10557,1699.3,108.86
382,10963,901.51,53.03
383,10557,1999.23,101.69
384,10178,2448.0,150.0
385,12205,2305.02,171.76
386,10557,2864.67,144.17
387,10315,1481.77,106.22
388,13409,350.11,54.13
389,14776,225.36,28.17
390,13127,571.0,56.68
391,12277,622.0,26.0
392,12439,1073.77,85.69
393,12055,1600.0,91.0
395,13187,1050.0,65.0
396,10249,2330.0,116.42
397,10557,649.0,22.35
398,13351,819.0,86.03
399,14471,600.0,67.88
400,14542,1014.89,106.83
401,10243,1072.53,63.09
402,14641,695.81,56.25
403,12355,218.41,36.29
404,10785,1250.0,61.0
405,15806,563.88,60.96
407,10245,754.0,77.0
408,10247,1394.1,92.94
409,14641,390.0,54.74
410,12309,515.77,70.75
411,10557,1795.0,103.57
412,10117,5981.0,225.0
413,12355,401.58,57.62
414,10585,1197.27,67.6
415,10553,1584.0,126.7
416,14199,1149.0,31.9
417,14163,750.0,1376.0
418,12489,840.15,59.27
419,13055,1149.0,93.48
420,12207,443.37,65.38
421,12459,761.46,74.0
422,12529,870.0,80.95
423,15745,1057.03,84.36
425,10557,890.0,30.0
426,10117,4400.0,123.0
427,14641,310.0,30.0
429,10243,900.0,48.0
430,10435,1619.0,85.06
431,10557,852.23,27.55
433,12529,779.0,66.43
434,10249,1460.0,64.86
435,10557,1577.76,93.97
436,12103,2250.0,127.0
437,13055,1059.0,81.5
438,10785,1270.0,43.71
439,14059,740.0,40.0
440,14822,470.0,56.85
442,10585,979.53,55.66
443,14776,1285.0,171.06
444,14641,1279.16,113.1
446,12159,946.12,67.58
447,10243,1261.8,63.09
448,14199,1485.0,89.69
449,13595,700.0,53.23
450,10999,690.0,41.0
451,12623,1200.0,99.29
452,12555,712.68,59.39
453,12529,1249.0,98.99
454,10557,2400.0,107.0
455,12529,598.0,46.02
456,12683,1150.0,81.0
458,10557,1692.92,98.77
459,14822,560.0,68.12
460,13053,699.24,76.17
462,12277,1149.0,63.0
463,13055,1399.0,115.02
464,12627,459.0,35.69
465,15745,1004.6,84.92
466,14943,500.0,77.0
467,10557,1443.0,84.78
468,14089,955.0,56.0
469,14199,1405.0,79.33
470,14482,278.12,27.0
471,12627,579.0,53.98
472,12439,1559.01,102.23
473,10829,558.11,23.86
474,10117,406.3,58.0
475,12555,1218.92,90.29
476,12439,1344.87,99.62
477,10963,2100.0,105.0
478,12589,2800.0,174.93
479,10437,600.0,67.0
480,12555,2280.0,190.0
481,10557,3800.0,154.0
482,16761,360.0,39.31
483,10785,1550.0,64.0
484,14542,1501.0,103.49
485,10115,2626.84,154.52
486,10245,1250.0,52.08
487,14641,703.23,56.85
488,10179,1189.86,68.58
489,13589,281.5,40.1
490,10711,699.0,49.0
491,14548,1200.0,79.48
492,12529,599.0,42.18
493,12621,1100.0,73.0
494,10785,3111.0,160.0
495,12051,899.0,76.15
496,10249,2720.0,136.15
497,10179,1106.92,61.33
498,10117,2150.0,93.2
500,10435,1550.0,68.5
501,13587,500.92,74.36
502,14467,1110.1,65.3
503,12526,902.48,66.85
504,14193,1210.0,82.0
505,10785,1700.0,90.0
506,10557,792.99,29.4
507,10557,1178.0,68.71
508,10711,1500.0,70.74
509,14199,1178.0,61.91
510,12051,1136.34,66.03
512,13581,1330.85,73.94
513,16321,830.5,75.5
514,10785,1271.25,84.75
515,12439,2053.5,136.9
516,14199,1149.0,32.17
517,10115,1907.17,98.67
518,10787,1400.0,86.0
519,15711,839.29,80.71
520,12555,1037.5,83.0
521,12627,599.0,53.74
522,10557,750.0,23.0
523,12529,1099.0,96.44
524,14199,1545.0,91.86
526,12557,850.0,95.95
527,10627,1486.52,104.81
528,12165,1900.0,170.0
529,10435,2299.0,129.59
531,10115,1693.85,98.04
532,12439,1014.8,76.81
533,16515,250.0,37.0
534,12529,749.0,66.78
535,14974,968.0,88.0
536,16227,370.0,60.15
537,12623,894.0,66.15
538,14547,510.0,64.19
541,14199,1149.0,33.01
542,12277,795.0,30.0
543,10117,1450.0,98.0
544,13355,550.0,20.5
545,14641,910.92,79.21
548,14469,265.0,11.0
549,10117,436.0,53.6
550,10557,670.0,30.0
551,14199,1899.0,130.78
552,10117,8900.0,462.0
553,14089,1400.0,82.0
554,14548,980.0,64.86
555,12489,729.0,28.9
556,14797,436.5,58.2
557,10557,1941.94,122.83
558,13051,649.0,70.68
559,10179,1631.47,75.01
560,13125,1567.43,129.54
561,13465,773.0,70.0
562,10829,540.13,24.95
563,15711,560.0,56.0
564,15754,1200.0,107.45
565,10557,1659.67,96.83
566,12524,1068.0,71.21
567,10557,1650.0,77.0
569,10557,1685.79,97.22
570,13403,257.14,34.2
571,15834,700.0,70.0
572,10557,1207.0,46.5
573,14193,3262.0,195.0
574,14612,780.0,71.0
575,14776,650.0,65.0
576,14469,376.5,20.5
578,14641,723.94,56.25
579,12059,510.0,68.63
580,12627,719.0,73.97
581,12439,1246.28,95.03
582,16515,900.0,81.11
583,14641,1042.56,96.0
584,12623,897.0,66.35
585,14548,1150.0,76.0
586,10557,1693.63,94.3
588,12587,1000.0,100.0
589,10365,420.0,19.0
590,14669,789.02,73.87
591,12051,1105.0,55.0
592,10781,500.0,28.0
594,14199,1249.0,31.97
595,12529,1050.0,67.0
596,15834,1425.0,140.0
597,10557,1400.0,78.6
598,13507,969.0,75.49
599,13158,1280.0,95.22
600,12167,2104.17,217.0
601,10245,960.0,60.0
602,10115,1727.23,105.36
603,15537,1200.0,106.44
605,16515,1295.0,122.67
606,14959,650.0,78.29
607,13595,781.5,71.04
608,10829,954.62,55.18
609,12621,900.0,60.0
610,14943,455.0,65.0
612,13127,599.0,45.73
613,14641,949.0,90.12
614,12629,649.0,69.7
615,10829,1484.18,98.43
616,10318,687.22,60.23
617,14641,979.0,101.73
618,12489,912.0,48.0
619,12555,600.0,45.5
620,10117,360.0,63.0
621,10587,1420.0,138.77
622,10439,2950.0,164.0
623,13587,391.21,53.59
624,14050,2755.0,190.0
625,10553,1114.0,85.22
626,10557,1850.0,122.0
627,10557,820.0,23.0
628,12529,799.0,73.26
629,10557,1100.0,63.0
630,16515,675.0,60.16
631,14641,819.0,81.3
632,12629,499.0,37.21
633,10409,254.19,36.27
634,13581,1240.0,110.73
635,10997,1995.0,99.78
636,10555,1120.0,56.0
637,10785,1400.0,74.0
638,13597,862.25,63.87
639,10115,1300.0,42.5
640,13187,905.28,56.58
641,14467,1183.54,69.62
642,15711,1289.0,101.0
643,10115,1200.0,62.0
644,12526,1353.0,123.0
645,12557,994.0,83.0
647,10245,1568.0,98.0
648,14050,1492.12,106.58
649,10557,1500.0,70.0
651,14478,1067.89,102.88
653,14542,1125.0,83.37
654,13055,739.0,52.62
655,10249,1595.0,90.81
656,10829,1136.68,72.4
657,12555,1320.0,110.0
658,12109,477.33,64.33
659,13351,380.0,40.0
660,14641,790.97,68.78
661,12489,874.46,76.0
662,10557,1646.09,94.17
663,14480,526.9,47.79
664,14480,610.74,65.32
665,15745,784.1,62.23
666,10315,499.0,36.93
667,13581,910.0,68.33
668,12627,375.38,57.75
669,12353,1750.0,190.0
670,12555,1551.16,119.32
672,15344,1081.0,92.0
673,14480,610.0,67.78
674,10557,1699.37,95.47
675,13156,1211.08,93.16
676,15711,904.88,73.33
677,10829,1254.32,74.25
678,14513,3500.0,390.0
679,16515,539.0,42.0
680,13409,848.34,60.38
681,12167,770.0,26.72
682,14641,1037.0,95.4
683,12161,598.0,42.69
684,14822,660.0,80.07
685,10967,1018.5,33.95
686,10829,1553.89,88.0
688,12163,1713.0,90.0
689,10557,1535.0,87.81
690,13591,835.0,75.84
691,10249,1720.0,89.0
693,12623,1493.36,135.76
694,10557,2759.0,141.32
695,13507,475.0,72.0
698,10785,1470.0,86.0
699,12529,1085.04,86.5
701,10785,2190.0,112.27
702,10557,1500.0,77.93
703,12627,589.0,53.98
704,12163,1790.0,113.0
705,14548,1220.0,73.89
707,10179,3121.89,143.54
708,13158,739.0,78.24
709,13507,489.42,58.51
710,10787,1789.0,176.98
711,12526,650.0,49.0
712,16761,970.0,96.28
713,12555,559.0,43.0
714,16515,1200.0,120.0
715,15344,936.0,80.0
716,13127,949.0,89.74
717,16348,1195.0,99.63
718,15831,627.34,44.81
719,14641,352.0,57.7
720,12529,869.0,73.79
721,13359,2145.0,143.0
722,10249,1475.0,76.79
723,14822,510.0,68.12
724,10557,856.04,26.79
725,10179,1369.0,53.9
726,15745,1023.91,83.38
727,10707,1000.0,53.7
728,10249,1123.2,35.1
729,12439,1944.38,127.5
730,10557,790.65,29.87
731,10557,950.0,47.63
732,10711,780.0,39.0
733,10179,1590.0,68.5
734,14165,1623.05,109.0
735,10557,1875.0,126.78
736,14195,2900.0,152.0
737,12347,1378.72,98.48
738,12247,1132.34,62.0
739,13629,1080.0,97.96
740,12526,904.5,67.0
741,14656,1000.0,96.0
742,14199,1249.0,31.07
743,10115,4732.0,182.0
744,14979,998.16,83.18
745,16515,1476.0,123.0
746,14776,707.0,74.38
747,14199,1020.0,68.8
748,15537,815.0,84.0
749,13465,903.0,85.0
751,10318,584.95,72.09
752,12587,1749.0,120.0
753,14109,1700.0,130.0
755,15537,240.0,34.42
757,14478,500.0,24.95
759,10178,1261.5,63.17
760,14482,2150.0,156.0
761,10785,3264.0,167.36
762,10115,1800.0,90.0
764,10315,945.84,67.56
765,10249,1355.0,70.64
766,10555,1520.0,80.0
769,10557,1324.0,60.0
770,12527,852.17,66.9
771,12529,1199.0,90.66
772,14612,475.0,49.65
774,14467,1270.58,74.74
775,13585,1290.0,55.0
776,15831,610.09,47.85
777,10405,580.0,44.0
778,13127,690.0,70.44
779,10179,3265.42,143.54
780,10719,750.0,59.62
781,12247,844.25,91.0
782,13158,1130.0,85.32
783,10315,1598.67,103.14
784,14467,2019.68,115.41
785,10557,1719.32,99.44
786,10557,3600.0,157.0
787,12627,288.8,44.43
788,13599,450.08,56.26
789,16515,520.0,58.0
790,14822,770.0,94.21
791,14197,1189.0,61.0
792,14943,447.18,57.7
793,10117,5100.0,123.0
794,14943,549.5,78.5
796,12627,459.0,39.48
798,10179,728.61,30.98
799,15738,1670.0,123.86
800,14943,470.0,81.0
801,10115,3000.0,176.0
802,12161,1450.0,88.0
803,10999,944.0,75.51
804,10557,650.0,40.0
806,13581,1410.72,90.24
808,10557,2197.0,121.0
809,14641,441.0,62.88
810,10557,4200.0,163.0
811,10179,1247.16,69.1
814,15537,1050.0,91.07
815,12557,674.0,56.0
816,10249,1590.0,86.55
817,10785,1050.0,43.55
818,15806,518.0,79.61
819,14943,442.33,69.19
820,12529,1049.0,96.74
821,10557,1455.46,84.62
822,13581,1170.0,88.61
823,14641,1044.05,96.1
824,14089,1840.0,108.0
825,12529,1299.0,103.48
827,10117,1872.6,124.84
828,16515,670.0,54.6
829,10315,888.44,63.46
830,13595,777.0,105.0
831,10249,1360.0,66.69
832,13353,535.92,20.56
833,10557,1496.06,90.67
834,10315,651.0,66.03
836,15745,989.52,107.44
837,14943,434.78,56.1
838,14776,687.0,68.7
839,12555,2349.0,123.79
840,14199,1249.0,33.21
841,13057,729.0,70.74
842,10967,778.5,25.95
843,10249,1400.0,72.55
844,10117,9500.0,462.0
845,10557,1227.0,62.77
846,14959,520.0,65.03
847,13595,420.4,42.4
848,16761,1200.0,110.0
849,14542,1340.38,107.23
850,14480,684.96,71.35
852,10315,1412.95,97.445
853,10179,644.11,19.07
855,10249,2175.0,119.85
857,16515,586.5,69.0
858,13409,1480.0,102.56
859,12205,469.0,14.0
860,10785,1490.0,85.0
861,13581,1440.0,104.52
862,10557,1750.48,100.66
863,14641,1000.26,96.55
864,13581,860.0,55.79
865,15537,870.0,87.0
866,10179,659.09,23.62
868,10969,1690.0,71.0
869,10785,1600.0,94.0
871,15745,1206.57,101.82
872,14641,613.41,53.34
873,10115,2458.41,144.61
874,10707,2300.0,111.4
875,14050,1583.4,109.2
876,10557,1825.0,126.82
877,14467,1094.8,64.4
878,10315,735.84,53.0
879,12439,1142.09,95.02
880,14641,472.58,38.05
882,12627,619.0,68.04
883,10829,1435.07,78.85
884,16227,310.0,44.0
885,10557,1450.44,85.12
886,10777,4360.0,172.0
887,15344,1878.0,197.59
888,10965,599.0,20.0
889,14469,2275.0,182.0
890,14199,1400.0,84.64
891,15831,794.43,61.11
892,16727,1200.0,150.0
893,12555,641.55,42.77
894,10245,1544.0,72.64
895,16515,330.0,30.0
896,12555,600.0,40.0
897,14542,400.0,42.51
898,10829,1460.98,74.5
899,12487,1310.0,93.4
900,10997,980.0,52.79
901,10557,1875.0,117.23
902,12529,689.0,54.44
903,10117,1558.26,115.91
905,15344,1419.0,129.0
906,10439,3459.52,182.0
907,14641,453.56,38.05
908,12277,900.0,84.0
910,12051,2504.74,173.94
911,10179,538.0,19.34
913,13629,1125.0,102.35
914,12353,1477.0,118.17
915,14193,9500.0,400.0
916,12163,1650.0,103.33
917,13156,1000.0,74.95
918,14059,1930.0,93.2
919,13581,940.0,67.66
921,12489,901.77,66.29
922,13581,1270.0,110.72
924,10785,1650.0,93.0
925,10557,1650.0,73.0
926,12627,769.0,84.77
927,10555,473.24,60.75
928,10557,1648.43,95.34
929,14163,1200.0,3016.0
930,12627,669.0,69.86
931,10178,3058.6,203.1
932,13359,363.0,33.0
933,13509,850.0,54.0
935,12629,659.0,68.93
936,14199,1249.0,31.8
937,14059,2000.0,92.0
938,12529,865.0,72.35
940,14776,549.9,61.1
941,12529,879.0,72.35
943,10179,3100.0,152.0
944,10178,486.0,72.24
945,14542,700.0,77.5
946,14165,696.28,53.54
948,14776,882.35,121.0
949,12045,359.93,67.86
950,16227,335.0,47.78
952,12629,629.0,54.8
953,10707,858.75,86.0
954,10707,5309.75,212.39
956,12053,900.0,50.35
957,10439,2300.0,145.0
959,14199,1149.0,32.94
960,13591,1015.0,92.22
961,12526,647.73,47.98
962,10179,2085.15,91.66
963,10249,1425.0,80.72
964,14513,1100.0,120.0
965,10178,1870.0,75.0
966,14467,3181.1,212.1
967,15749,900.0,91.0
968,13125,749.0,74.15
969,13355,540.0,20.5
970,12629,449.0,33.54
971,14469,366.5,20.5
972,16227,312.0,51.99
973,13057,769.0,70.68
974,10557,1998.98,121.15
975,12555,982.22,85.54
977,10997,1323.2,66.16
978,16515,1155.0,101.5
979,13585,997.5,105.0
981,10557,1615.0,92.37
982,14195,700.0,41.0
983,13355,530.0,20.5
985,15806,498.95,58.7
986,14542,1148.0,85.01
987,12529,659.0,58.07
988,10557,1190.0,56.84
989,10557,1207.0,46.75
990,10249,1525.0,82.27
991,14548,1020.0,70.22
992,12529,899.0,85.53
993,15741,800.0,72.0
994,13505,650.0,65.0
996,12685,802.22,75.38
997,15711,2000.0,91.0
1000,10115,1330.44,53.23
1001,12309,505.63,69.36
1002,10777,4360.0,171.8
1003,13353,535.0,53.0
1004,12557,739.44,72.0
1006,16515,464.0,58.0
1007,14641,293.0,43.7
1008,12555,699.0,36.0
1009,14641,460.0,68.6
1010,13465,1210.0,115.39
1011,14059,3475.0,178.4
1012,12623,1750.0,119.0
1013,10781,800.0,55.0
1015,10557,2146.38,122.65
1016,15745,856.65,67.4
1017,15370,498.5,33.21
1018,12529,779.0,67.99
1019,10787,5000.0,200.0
1022,12207,1500.0,79.65
1023,14480,844.74,93.86
1024,10249,1117.5,37.25
1025,14195,740.0,28.0
1026,12587,1379.5,55.18
1027,12489,631.8,36.12
1028,12526,1121.58,83.08
1030,10557,2500.0,139.0
1032,10557,890.0,50.78
1033,12527,1600.0,105.0
1034,10711,990.0,90.0
1035,15711,1093.0,119.88
1036,13591,1200.0,141.0
1037,12627,659.0,70.15
1038,13581,1170.0,91.9
1039,14199,1065.0,65.36
1041,14199,1149.0,30.77
1042,15831,612.15,46.2
1044,14548,700.0,74.95
1045,14195,1698.0,150.0
1047,10585,970.68,54.07
1048,10243,1211.42,71.26
1049,10179,2977.94,143.52
1051,14193,1020.0,29.13
1052,10711,1737.29,70.91
1053,10115,4650.0,218.0
1054,12055,888.0,78.95
1055,10315,690.91,48.0
1056,10315,1015.13,69.0
1057,15344,638.55,58.05
1058,12587,606.0,62.38
1059,14641,420.0,57.42
1060,10319,480.0,23.5
1061,12489,562.05,37.47
