base_rent,qm,plz,street,rent_per_qm,data_set
790.97,68.78,,,11.50,immonet
1285,171.06,,,7.51,immonet
936.99,74.07,,,12.65,immonet
1295.53,69.1,,,18.75,immonet
1471.63,96.5,,,15.25,immonet
650,49,,,13.27,immonet
1450,131,,,11.07,immonet
2759,141.32,,,19.52,immonet
473.24,60.75,,,7.79,immonet
1207,46.5,,,25.96,immonet
460,68.54,,,6.71,immonet
856.06,26.79,,,31.95,immonet
699,36,,,19.42,immonet
491.88,68.88,,,7.14,immonet
1992,60,,,33.20,immonet
1150,50,,,23.00,immonet
761.25,101.5,,,7.50,immonet
2150,93.2,,,23.07,immonet
1950,104,,,18.75,immonet
876.79,73.31,,,11.96,immonet
638.55,58.05,,,11.00,immonet
1289,101,,,12.76,immonet
1800,82.5,,,21.82,immonet
549,41.42,,,13.25,immonet
965,60.98,,,15.82,immonet
613.41,53.34,,,11.50,immonet
781.5,71.04,,,11.00,immonet
1450.44,85.12,,,17.04,immonet
1190.95,94.52,,,12.60,immonet
1072.53,63.09,,,17.00,immonet
888,78.95,,,11.25,immonet
885,59,,,15.00,immonet
600,67.88,,,8.84,immonet
1050,65,,,16.15,immonet
1809.22,95.98,,,18.85,immonet
2053.5,136.9,,,15.00,immonet
1185,86,,,13.78,immonet
477.33,64.33,,,7.42,immonet
3800,158,,,24.05,immonet
449,35.69,,,12.58,immonet
1020,42.29,,,24.12,immonet
1487.5,87.5,,,17.00,immonet
320,43.68,,,7.33,immonet
780,39,,,20.00,immonet
1344.87,99.62,,,13.50,immonet
770,94.21,,,8.17,immonet
850,95.1,,,8.94,immonet
2600,130,,,20.00,immonet
819,86.03,,,9.52,immonet
1380,110.72,,,12.46,immonet
1598.67,103.14,,,15.50,immonet
1295,122.67,,,10.56,immonet
897,44.87,,,19.99,immonet
1261.5,63.17,,,19.97,immonet
472.83,62.96,,,7.51,immonet
1310,43.1,,,30.39,immonet
799,71.41,,,11.19,immonet
538,19.34,,,27.82,immonet
1571.4,87.3,,,18.00,immonet
1218.92,90.29,,,13.50,immonet
1190,88.61,,,13.43,immonet
739,78.24,,,9.45,immonet
1405,79.33,,,17.71,immonet
4200,163,,,25.77,immonet
288.8,44.43,,,6.50,immonet
1400,86,,,16.28,immonet
1000,74.95,,,13.34,immonet
844.25,91,,,9.28,immonet
3111,160,,,19.44,immonet
420,19,,,22.11,immonet
1625,82.83,,,19.62,immonet
515.77,70.75,,,7.29,immonet
459,35.69,,,12.86,immonet
840.15,59.27,,,14.17,immonet
5100,123,,,41.46,immonet
1299,55,,,23.62,immonet
1520,81.37,,,18.68,immonet
980,69.08,,,14.19,immonet
1314.12,80,,,16.43,immonet
1195,99.63,,,11.99,immonet
630,63,,,10.00,immonet
1050,43.55,,,24.11,immonet
970.68,54.07,,,17.95,immonet
1600,94,,,17.02,immonet
4732,182,,,26.00,immonet
1249,31.07,,,40.20,immonet
792.99,29.4,,,26.97,immonet
370,60.15,,,6.15,immonet
442.33,69.19,,,6.39,immonet
1330.85,73.94,,,18.00,immonet
1942.5,129.5,,,15.00,immonet
1067.89,102.88,,,10.38,immonet
364.76,51.96,,,7.02,immonet
631.8,36.12,,,17.49,immonet
1525,82.27,,,18.54,immonet
1699.3,108.86,,,15.61,immonet
1181,63.53,,,18.59,immonet
579,53.98,,,10.73,immonet
1491.66,82.87,,,18.00,immonet
294.2,29.4,,,10.01,immonet
800,72,,,11.11,immonet
719,74.34,,,9.67,immonet
494.22,65.17,,,7.58,immonet
281.5,40.1,,,7.02,immonet
1200,103.93,,,11.55,immonet
1018.5,33.95,,,30.00,immonet
1200,60,,,20.00,immonet
380,40,,,9.50,immonet
935,55,,,17.00,immonet
890,51,,,17.45,immonet
979,101.73,,,9.62,immonet
773,70,,,11.04,immonet
769,84.77,,,9.07,immonet
557,55.7,,,10.00,immonet
2299,129.59,,,17.74,immonet
980,90.7,,,10.80,immonet
1148,85.01,,,13.50,immonet
725,58,,,12.50,immonet
518.82,22.9,,,22.66,immonet
1486.52,104.81,,,14.18,immonet
856.04,26.79,,,31.95,immonet
293,43.7,,,6.70,immonet
500,77,,,6.49,immonet
979.53,55.66,,,17.60,immonet
1249,98.99,,,12.62,immonet
936,80,,,11.70,immonet
950,50,,,19.00,immonet
499,37.21,,,13.41,immonet
1450,73,,,19.86,immonet
630.23,66.34,,,9.50,immonet
1200,80.05,,,14.99,immonet
375.38,57.75,,,6.50,immonet
810,66.2,,,12.24,immonet
1878,197.59,,,9.50,immonet
1020,68.8,,,14.83,immonet
2000,92,,,21.74,immonet
1693.85,98.04,,,17.28,immonet
1350,92,,,14.67,immonet
1200,3016,,,0.40,immonet
1270.58,74.74,,,17.00,immonet
949,90.12,,,10.53,immonet
2145,143,,,15.00,immonet
1435,77.07,,,18.62,immonet
2100,105,,,20.00,immonet
1869.9,230,,,8.13,immonet
475,72,,,6.60,immonet
2750,110,,,25.00,immonet
673.71,63.2,,,10.66,immonet
350,43.28,,,8.09,immonet
633.33,68.1,,,9.30,immonet
1149,63,,,18.24,immonet
1132.34,62,,,18.26,immonet
649,69.7,,,9.31,immonet
1100,100,,,11.00,immonet
2300,145,,,15.86,immonet
1545,103.15,,,14.98,immonet
550,67.81,,,8.11,immonet
1635.26,148.66,,,11.00,immonet
673.92,74.88,,,9.00,immonet
440,61.2,,,7.19,immonet
449,37.31,,,12.03,immonet
600,45.5,,,13.19,immonet
2500,134,,,18.66,immonet
1117.5,37.25,,,30.00,immonet
1300,96.33,,,13.50,immonet
2250,127,,,17.72,immonet
839.29,80.71,,,10.40,immonet
1478,77.79,,,19.00,immonet
2448,150,,,16.32,immonet
1069.81,110.57,,,9.68,immonet
4360,171.8,,,25.38,immonet
2019.68,115.41,,,17.50,immonet
491,51.72,,,9.49,immonet
1023.3,60.55,,,16.90,immonet
579,43,,,13.47,immonet
1475,76.79,,,19.21,immonet
958.03,87.252,,,10.98,immonet
370,44.8,,,8.26,immonet
1500,77.93,,,19.25,immonet
360,16.15,,,22.29,immonet
2287.8,125,,,18.30,immonet
464.69,24.25,,,19.16,immonet
1340,67,,,20.00,immonet
968,88,,,11.00,immonet
535,53,,,10.09,immonet
894,66.15,,,13.51,immonet
3490,190,,,18.37,immonet
1299,103.48,,,12.55,immonet
945.84,67.56,,,14.00,immonet
2349,123.79,,,18.98,immonet
1015.13,69,,,14.71,immonet
799,71.2,,,11.22,immonet
840,71.98,,,11.67,immonet
699,56.98,,,12.27,immonet
320,78.88,,,4.06,immonet
1132.37,66.61,,,17.00,immonet
1577.76,93.97,,,16.79,immonet
460,68.6,,,6.71,immonet
1130,82.27,,,13.74,immonet
791.62,29.68,,,26.67,immonet
1693.63,94.3,,,17.96,immonet
1249,31.8,,,39.28,immonet
1551.16,119.32,,,13.00,immonet
2175,160,,,13.59,immonet
900,50.35,,,17.87,immonet
1700,124.36,,,13.67,immonet
1675.17,100.49,,,16.67,immonet
376.5,20.5,,,18.37,immonet
1550,68.5,,,22.63,immonet
944,75.51,,,12.50,immonet
1789,176.98,,,10.11,immonet
1142.09,95.02,,,12.02,immonet
2900,152,,,19.08,immonet
1211.42,71.26,,,17.00,immonet
520,65.03,,,8.00,immonet
928.32,71.63,,,12.96,immonet
975,75,,,13.00,immonet
750,23,,,32.61,immonet
350.11,54.13,,,6.47,immonet
1324,60,,,22.07,immonet
584.95,72.09,,,8.11,immonet
1323.2,66.16,,,20.00,immonet
2004.13,117.89,,,17.00,immonet
571,56.68,,,10.07,immonet
1378.72,98.48,,,14.00,immonet
1490,85,,,17.53,immonet
1623.05,109,,,14.89,immonet
447.18,57.7,,,7.75,immonet
1207,46.75,,,25.82,immonet
1280,95.22,,,13.44,immonet
1044.05,96.1,,,10.86,immonet
969,75.49,,,12.84,immonet
1800,92,,,19.57,immonet
557.15,55,,,10.13,immonet
1476,123,,,12.00,immonet
1110,57,,,19.47,immonet
510,68.63,,,7.43,immonet
732.07,77.88,,,9.40,immonet
1500,70,,,21.43,immonet
1150,52.5,,,21.90,immonet
1450,98,,,14.80,immonet
443.37,65.38,,,6.78,immonet
1336.82,87.58,,,15.26,immonet
1727.23,105.36,,,16.39,immonet
438.6,63.29,,,6.93,immonet
845,67.53,,,12.51,immonet
854,72.33,,,11.81,immonet
453.56,38.05,,,11.92,immonet
599,45.73,,,13.10,immonet
1081,92,,,11.75,immonet
1485,89.69,,,16.56,immonet
650,78.29,,,8.30,immonet
650,65,,,10.00,immonet
279.44,34.93,,,8.00,immonet
899,91.11,,,9.87,immonet
599,42.18,,,14.20,immonet
364.88,51.83,,,7.04,immonet
1550,64,,,24.22,immonet
2720,68,,,40.00,immonet
1558.26,115.91,,,13.44,immonet
860,55.79,,,15.41,immonet
669,69.79,,,9.59,immonet
900,84,,,10.71,immonet
595,56,,,10.63,immonet
1065,65.36,,,16.29,immonet
1050,67,,,15.67,immonet
1430,76.27,,,18.75,immonet
779,67.99,,,11.46,immonet
1236,85,,,14.54,immonet
3500,390,,,8.97,immonet
1293,58.77,,,22.00,immonet
851.24,27.75,,,30.68,immonet
3058.6,203.1,,,15.06,immonet
1149,33.01,,,34.81,immonet
865,72.35,,,11.96,immonet
876.18,83.82,,,10.45,immonet
244.04,41.11,,,5.94,immonet
1197.27,67.6,,,17.71,immonet
1149,32.17,,,35.72,immonet
1435.07,78.85,,,18.20,immonet
1027.15,87.81,,,11.70,immonet
424,58.75,,,7.22,immonet
1188.49,152.37,,,7.80,immonet
1279.16,113.1,,,11.31,immonet
1690,71,,,23.80,immonet
675,60.16,,,11.22,immonet
1930,93.2,,,20.71,immonet
1078.52,58.62,,,18.40,immonet
1545,82.94,,,18.63,immonet
1199,58,,,20.67,immonet
790,30,,,26.33,immonet
950,75,,,12.67,immonet
655.2,60,,,10.92,immonet
1595,89.75,,,17.77,immonet
674,56,,,12.04,immonet
859,72.33,,,11.88,immonet
850,45,,,18.89,immonet
700,65,,,10.77,immonet
472.58,38.05,,,12.42,immonet
1615,92.37,,,17.48,immonet
1203.31,65.72,,,18.31,immonet
391.21,53.59,,,7.30,immonet
1733.59,95.2,,,18.21,immonet
499,36.93,,,13.51,immonet
1720,89,,,19.33,immonet
1290,55,,,23.45,immonet
880,80,,,11.00,immonet
870,80.95,,,10.75,immonet
2400,107,,,22.43,immonet
789.5,76.06,,,10.38,immonet
1200,107.45,,,11.17,immonet
895.95,59.73,,,15.00,immonet
1477,118.17,,,12.50,immonet
257.14,34.2,,,7.52,immonet
3000,150,,,20.00,immonet
1200,62,,,19.35,immonet
879,72.35,,,12.15,immonet
799,81.43,,,9.81,immonet
459,39.48,,,11.63,immonet
699.24,76.17,,,9.18,immonet
539,42,,,12.83,immonet
647.73,47.98,,,13.50,immonet
560,68.12,,,8.22,immonet
1520,80,,,19.00,immonet
598,42.69,,,14.01,immonet
240,34.42,,,6.97,immonet
1093,119.88,,,9.12,immonet
1271.25,84.75,,,15.00,immonet
1595,89,,,17.92,immonet
2330,116.42,,,20.01,immonet
1085.04,60.28,,,18.00,immonet
550,47,,,11.70,immonet
1281.55,90,,,14.24,immonet
2504.74,173.94,,,14.40,immonet
390,58,,,6.72,immonet
1100,63,,,17.46,immonet
949,89.74,,,10.57,immonet
3850,209,,,18.42,immonet
660,80.07,,,8.24,immonet
862,72.33,,,11.92,immonet
1246.28,95.03,,,13.11,immonet
1840.57,119.44,,,15.41,immonet
1650,77,,,21.43,immonet
1399,115.02,,,12.16,immonet
1400,82,,,17.07,immonet
1094.8,64.4,,,17.00,immonet
420,57.42,,,7.31,immonet
1699.37,95.47,,,17.80,immonet
1698,150,,,11.32,immonet
969,88.55,,,10.94,immonet
1670,123.86,,,13.48,immonet
982.22,85.54,,,11.48,immonet
1660,84,,,19.76,immonet
729,70.74,,,10.31,immonet
622,26,,,23.92,immonet
1756,99.83,,,17.59,immonet
640,90.8,,,7.05,immonet
1355,70.64,,,19.18,immonet
1121.58,83.08,,,13.50,immonet
441,62.88,,,7.01,immonet
278.12,27,,,10.30,immonet
1360,64.81,,,20.98,immonet
562.05,37.47,,,15.00,immonet
1571.81,96.43,,,16.30,immonet
1980,110,,,18.00,immonet
819,67.99,,,12.05,immonet
570,63.75,,,8.94,immonet
2920,132,,,22.12,immonet
680,61.96,,,10.97,immonet
1160,45,,,25.78,immonet
689,54.44,,,12.66,immonet
819,81.3,,,10.07,immonet
505.63,69.36,,,7.29,immonet
949,88.55,,,10.72,immonet
900,48,,,18.75,immonet
700,40,,,17.50,immonet
2104.17,217,,,9.70,immonet
940,67.66,,,13.89,immonet
2990,130,,,23.00,immonet
790,88,,,8.98,immonet
1738,89.86,,,19.34,immonet
1149,32.94,,,34.88,immonet
915.19,80.99,,,11.30,immonet
540.13,24.95,,,21.65,immonet
1490,77,,,19.35,immonet
1636.73,95.08,,,17.21,immonet
924.03,71.63,,,12.90,immonet
740,28,,,26.43,immonet
1843.16,83.78,,,22.00,immonet
450,62,,,7.26,immonet
987,94,,,10.50,immonet
2197,121,,,18.16,immonet
1384,80,,,17.30,immonet
589.71,71.48,,,8.25,immonet
629,54.5,,,11.54,immonet
2300,111.4,,,20.65,immonet
1872.6,124.84,,,15.00,immonet
1014.8,76.81,,,13.21,immonet
729,28.9,,,25.22,immonet
1580.67,146.63,,,10.78,immonet
1556.88,98.04,,,15.88,immonet
1342,92.5,,,14.51,immonet
2190,112.27,,,19.51,immonet
610,67.78,,,9.00,immonet
599.16,54.15,,,11.06,immonet
698.29,56.45,,,12.37,immonet
1210,82,,,14.76,immonet
1659.67,96.83,,,17.14,immonet
1085.04,86.5,,,12.54,immonet
1100,46,,,23.91,immonet
1999,135,,,14.81,immonet
250,37,,,6.76,immonet
5309.75,212.39,,,25.00,immonet
799,76.42,,,10.46,immonet
1410.72,90.24,,,15.63,immonet
3500,143.22,,,24.44,immonet
291.21,44.05,,,6.61,immonet
999,80.59,,,12.40,immonet
910.92,79.21,,,11.50,immonet
735.84,53,,,13.88,immonet
1749,120,,,14.58,immonet
390,54.74,,,7.12,immonet
2000,91,,,21.98,immonet
882.35,121,,,7.29,immonet
3264,167.36,,,19.50,immonet
769,70.68,,,10.88,immonet
3915,53,,,73.87,immonet
2491,99.65,,,25.00,immonet
1211.08,93.16,,,13.00,immonet
3262,195,,,16.73,immonet
1254.32,74.25,,,16.89,immonet
280,33.99,,,8.24,immonet
830.5,75.5,,,11.00,immonet
5000,200,,,25.00,immonet
900,81.11,,,11.10,immonet
1544,72.64,,,21.26,immonet
777,105,,,7.40,immonet
1424,89,,,16.00,immonet
460,67.53,,,6.81,immonet
890,30,,,29.67,immonet
1178.85,40.65,,,29.00,immonet
960,60,,,16.00,immonet
586.5,69,,,8.50,immonet
859.92,48.31,,,17.80,immonet
2950,164,,,17.99,immonet
800,29,,,27.59,immonet
1393.77,87.11,,,16.00,immonet
1049,96.44,,,10.88,immonet
904.88,73.33,,,12.34,immonet
1200,120,,,10.00,immonet
1455.46,84.62,,,17.20,immonet
778.5,25.95,,,30.00,immonet
557.63,23.75,,,23.48,immonet
786.07,30.79,,,25.53,immonet
879,77.09,,,11.40,immonet
739,52.62,,,14.04,immonet
1100,93.61,,,11.75,immonet
1250,52.08,,,24.00,immonet
1653,87,,,19.00,immonet
1360,66.69,,,20.39,immonet
1750.48,100.66,,,17.39,immonet
1648.58,72.47,,,22.75,immonet
1040,65.48,,,15.88,immonet
820,23,,,35.65,immonet
1999.23,101.69,,,19.66,immonet
3121.89,143.54,,,21.75,immonet
1139.04,81.36,,,14.00,immonet
726.51,56.45,,,12.87,immonet
1155,101.5,,,11.38,immonet
500.92,74.36,,,6.74,immonet
897,66.35,,,13.52,immonet
2374,172,,,13.80,immonet
1951.08,111.49,,,17.50,immonet
422,76.3,,,5.53,immonet
1825,126.82,,,14.39,immonet
1249,33.21,,,37.61,immonet
998.16,83.18,,,12.00,immonet
1250,56.61,,,22.08,immonet
4416.4,110.41,,,40.00,immonet
1648.43,95.34,,,17.29,immonet
1165,65.6,,,17.76,immonet
700,53.23,,,13.15,immonet
1000,100,,,10.00,immonet
999,90.94,,,10.99,immonet
1899,130.78,,,14.52,immonet
1692.92,98.77,,,17.14,immonet
1114,85.22,,,13.07,immonet
904.5,67,,,13.50,immonet
5540.64,131.92,,,42.00,immonet
1739.09,96.67,,,17.99,immonet
1048.53,96.55,,,10.86,immonet
1998.98,121.15,,,16.50,immonet
764.64,53,,,14.43,immonet
1110.1,65.3,,,17.00,immonet
799,82.15,,,9.73,immonet
899,76.15,,,11.81,immonet
1073.77,85.69,,,12.53,immonet
1149,93.48,,,12.29,immonet
1637.91,98.02,,,16.71,immonet
1250,61,,,20.49,immonet
599,65.31,,,9.17,immonet
739.44,72,,,10.27,immonet
2495,166.34,,,15.00,immonet
795,30,,,26.50,immonet
1350,110.73,,,12.19,immonet
585,65,,,9.00,immonet
1534,77.66,,,19.75,immonet
670,30,,,22.33,immonet
690,41,,,16.83,immonet
910,68.33,,,13.32,immonet
1227,62.77,,,19.55,immonet
3199,156.1,,,20.49,immonet
650,40,,,16.25,immonet
265,11,,,24.09,immonet
700.76,56.65,,,12.37,immonet
480,23.5,,,20.43,immonet
703.23,56.85,,,12.37,immonet
888.44,63.46,,,14.00,immonet
695.81,56.25,,,12.37,immonet
1394.1,92.94,,,15.00,immonet
699,49,,,14.27,immonet
1481.77,106.22,,,13.95,immonet
310,44,,,7.05,immonet
1790,113,,,15.84,immonet
530,57.71,,,9.18,immonet
500,24.95,,,20.04,immonet
1115,104.01,,,10.72,immonet
350,29.19,,,11.99,immonet
934.5,89,,,10.50,immonet
2730,120.06,,,22.74,immonet
440,72.81,,,6.04,immonet
850,35,,,24.29,immonet
749,74.15,,,10.10,immonet
1440,47,,,30.64,immonet
454,66.32,,,6.85,immonet
946.12,67.58,,,14.00,immonet
1200,99.29,,,12.09,immonet
1850,107,,,17.29,immonet
761.46,74,,,10.29,immonet
254.19,36.27,,,7.01,immonet
510,68.12,,,7.49,immonet
789.02,73.87,,,10.68,immonet
1178,68.71,,,17.14,immonet
815,84,,,9.70,immonet
400,45,,,8.89,immonet
852.23,27.55,,,30.93,immonet
1420,84.4,,,16.82,immonet
1120,56,,,20.00,immonet
1169.14,82.045,,,14.25,immonet
2635.54,241,,,10.94,immonet
315.3,49.98,,,6.31,immonet
3500,158,,,22.15,immonet
1059,81.5,,,12.99,immonet
407,57,,,7.14,immonet
464,58,,,8.00,immonet
1425,80.72,,,17.65,immonet
1850,91,,,20.33,immonet
1944.38,127.5,,,15.25,immonet
489.42,58.51,,,8.36,immonet
366.5,20.5,,,17.88,immonet
1440,104.52,,,13.78,immonet
750,88.63,,,8.46,immonet
680,37.11,,,18.32,immonet
330,30,,,11.00,immonet
1170,88.61,,,13.20,immonet
757.32,81.58,,,9.28,immonet
2720,136.15,,,19.98,immonet
470,81,,,5.80,immonet
750,1376,,,0.55,immonet
1300,70,,,18.57,immonet
1584,126.7,,,12.50,immonet
784.1,62.23,,,12.60,immonet
1000,83.7,,,11.95,immonet
1183.54,69.62,,,17.00,immonet
4360,172,,,25.35,immonet
530,20.5,,,25.85,immonet
433.62,60.72,,,7.14,immonet
1995,99.78,,,19.99,immonet
852.77,27.45,,,31.07,immonet
1443,84.78,,,17.02,immonet
1199,90.66,,,13.23,immonet
940,42.29,,,22.23,immonet
594,66,,,9.00,immonet
5981,225,,,26.58,immonet
2800,174.93,,,16.01,immonet
1126.14,98,,,11.49,immonet
901.51,53.03,,,17.00,immonet
1289.47,100.53,,,12.83,immonet
1149,30.77,,,37.34,immonet
790,82,,,9.63,immonet
1270,106,,,11.98,immonet
1039,41.56,,,25.00,immonet
640,102.97,,,6.22,immonet
1310,93.4,,,14.03,immonet
510,64.19,,,7.95,immonet
822,59,,,13.93,immonet
1650,73,,,22.60,immonet
